time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1753962911008000000,30.161,55.400001525878906,1.7999999523162842,6.490560054779053,1.7569999694824219,0.42891642451286316,263.949951171875,182.8000030517578,37.6650515,55.6489152
1753962912008000000,31.161,46.70000076293945,1.899999976158142,6.5005598068237305,1.7999999523162842,0.6210732460021973,276.9827575683594,182.8000030517578,37.665004,55.6489206
1753962913008000000,32.161,32.400001525878906,1.7000000476837158,6.510560035705566,1.8420000076293945,0.8569899797439575,291.89910888671875,182.8000030517578,37.6649581,55.6489314
1753962913637000000,32.79,32.400001525878906,1.7000000476837158,3.8732850551605225,1.9160000085830688,0.8597809672355652,292.005615234375,182.10000610351562,37.6649514,55.6489333
1753962914008000000,33.161,24.100000381469727,1.600000023841858,3.876995086669922,1.9420000314712524,1.1421400308609009,295.1025390625,182.10000610351562,37.6649098,55.6489431
1753962915008000000,34.161,20.799999237060547,1.7000000476837158,3.8869950771331787,1.9850000143051147,1.4775525331497192,298.99951171875,182.10000610351562,37.6648442,55.6489636
1753962916008000000,35.161,14.5,1.399999976158142,3.8969950675964355,2.0139999389648438,1.8630512952804565,301.01544189453125,182.10000610351562,37.664781,55.6489855
1753962916862633200,36.01563330078125,21.488412857055664,0.29918137192726135,3.8969950675964355,2.5369999408721924,1.6200404167175293,299.75701904296875,182.10000610351562,37.6648376,55.6489654
1753962917078426600,36.23142651367188,21.906230926513672,0.32785898447036743,3.9069950580596924,2.9719998836517334,1.6230579614639282,300.4313049316406,182.10000610351562,37.6648447,55.6489626
1753962917882460700,37.035460693359376,20.58826446533203,0.25353264808654785,3.9069950580596924,3.552999973297119,2.062166690826416,300.1539611816406,182.10000610351562,37.6648196,55.6489728
1753962918064319000,37.217319091796874,21.71682357788086,0.2940123975276947,3.916995048522949,3.9260001182556152,2.075619697570801,300.0006408691406,182.10000610351562,37.664814,55.648975
1753962918306311400,37.4593115234375,18.183914184570312,0.17987507581710815,3.916995048522949,4.416999816894531,2.3650336265563965,306.52752685546875,182.10000610351562,37.6648068,55.6489876
1753962918612037400,37.76503735351562,18.076988220214844,0.22334127128124237,4.793867111206055,4.659999847412109,2.3676342964172363,306.1683044433594,182.8000030517578,37.6647977,55.6489956
1753962919023119000,38.176119140625,22.011932373046875,0.2199661284685135,4.793867111206055,5.603000164031982,2.3632264137268066,291.7635192871094,182.8000030517578,37.6647708,55.6489887
1753962919050211300,38.20321142578125,21.960844039916992,0.2199661284685135,4.79798698425293,5.840000152587891,2.361281394958496,291.5079345703125,182.8000030517578,37.6647663,55.6489852
1753962919646527000,38.79952685546875,21.325279235839844,0.21615462005138397,4.79798698425293,6.23199987411499,2.639207601547241,292.92529296875,182.8000030517578,37.6647368,55.6489911
1753962920036104000,39.18910400390625,21.92972755432129,0.2559261620044708,4.807987213134766,6.625,2.649251699447632,292.2281799316406,182.8000030517578,37.6647185,55.6489951
1753962920441996300,39.59499633789063,24.924396514892578,0.20584839582443237,4.807987213134766,7.675000190734863,3.0354528427124023,288.669189453125,182.8000030517578,37.6646985,55.6489984
1753962921064898600,40.21789868164063,25.341339111328125,0.24825389683246613,4.807987213134766,8.86299991607666,3.037015914916992,287.1028137207031,182.8000030517578,37.6646671,55.6490035
1753962921622310100,40.77531005859375,24.46369743347168,0.22619540989398956,4.817986965179443,9.6899995803833,3.4441370964050293,290.2536926269531,182.8000030517578,37.6646396,55.6490131
1753962922117433300,41.27043334960938,24.55630111694336,0.2630285620689392,4.827987194061279,10.880000114440918,3.4456796646118164,289.6545104980469,182.8000030517578,37.6646171,55.6490209
1753962922304426000,41.457426025390625,7.193049430847168,0.17829038202762604,4.827987194061279,11.998000144958496,3.7720768451690674,296.6142272949219,182.8000030517578,37.6646022,55.6490346
1753962922822345500,41.97534545898438,9.307183265686035,0.2229350358247757,4.827987194061279,12.72599983215332,3.769984722137451,296.0026550292969,182.8000030517578,37.6645743,55.6490501
